Station Dauphin Island Hydrographic Data from jday 01 to 365
Metadata
Year: Year
Julian Day: Julian Day
Time: 24 hour clock Central Standard Time
Water Temperature: Water temperature measured in degrees celsius
Salinity: Salinity measured in psu
Dissolved Oxygen Percent: Dissolved oxygen measured in percent
Dissolved Oxygen mg/L: Dissolved oxygen measured in mg/L
Turbidity: Turbidity measured in FNU (availble for Bon Secour|Dauphin Island|Cedar Point)
Aggregate quality flag
0 or blank= quality not evaluated
1 = bad
2 = questionable/suspect
3 = good
 -9 = null value
stationid,yeardata,jday,timedata,watertemp1_avg,watertemp1Flag,sp_cond1_avg,salinity1_avg,salinity1Flag,dis_oxy1_avg,dis_oxy1Flag,dis_oxy2_avg,dis_oxy2Flag,depth1_avg,depth1Flag,turbidity1_avg,comments,
628,2022,111,1900,21.8600006,3,22.8799992,13.8299999,3,109.699997,3,8.86999989,3,2.31599998,3,9.32999992,,
628,2022,111,1930,21.7900009,3,23.1100006,13.9899998,3,104.5,3,8.46000004,3,2.3269999,3,13.6999998,,
628,2022,111,2000,21.7600002,3,26.1800003,16.0300007,3,102,3,8.15999985,3,2.2650001,3,15.8699999,,
628,2022,111,2030,21.4500008,3,20.5499992,12.3100004,3,99.5,3,8.18999958,3,2.25099993,3,6.5999999,,
628,2022,111,2100,21.4899998,3,21.5400009,12.96,3,94.4000015,3,7.73000002,3,2.2190001,3,10.3900003,,
628,2022,111,2130,21.1100006,3,20.3799992,12.1999998,3,107.099998,3,8.86999989,3,2.17799997,3,7.86000013,,
628,2022,111,2200,20.9899998,3,17.8700008,10.5799999,3,110.400002,3,9.25,3,2.148,3,5.63000011,,
628,2022,111,2230,20.8199997,3,15.6999998,9.19999981,3,108.599998,3,9.19999981,3,2.12400007,3,5.21999979,,
628,2022,111,2300,20.7399998,3,15.4399996,9.02999973,3,107,3,9.10000038,3,2.08699989,3,4.71999979,,
628,2022,111,2330,20.6599998,3,14.9899998,8.75,3,106.599998,3,9.09000015,3,2.06699991,3,4.59000015,,
628,2022,111,2400,20.5599995,3,13.6700001,7.92000008,3,103.900002,3,8.92000008,3,2.04500008,3,4.19999981,,
628,2022,112,30,20.5100002,3,13.0600004,7.53000021,3,102.699997,3,8.84000015,3,2.02999997,3,4.23999977,,
628,2022,112,100,20.4899998,3,12.6499996,7.28000021,3,97,3,8.36999989,3,2.00699997,3,5.76000023,,
628,2022,112,130,20.4200001,3,12.0299997,6.9000001,3,98.5999985,3,8.53999996,3,1.995,3,4.28999996,,
628,2022,112,200,20.3899994,3,11.7700005,6.73999977,3,98.0999985,3,8.51000023,3,1.98699999,3,4.78999996,,
628,2022,112,230,20.3600006,3,11.7799997,6.73999977,3,97.1999969,3,8.43999958,3,1.99300003,3,4.51999998,,
628,2022,112,300,20.3400002,3,11.8500004,6.78999996,3,99.0999985,3,8.60000038,3,1.99100006,3,4.88999987,,
628,2022,112,330,20.2800007,3,11.3400002,6.46999979,3,97.5,3,8.48999977,3,2.00200009,3,4.55000019,,
628,2022,112,400,20.2700005,3,11.4700003,6.55000019,3,97.1999969,3,8.46000004,3,2.02099991,3,5.11000013,,
628,2022,112,430,20.2199993,3,11.1899996,6.38000011,3,95.9000015,3,8.35999966,3,2.023,3,6.01999998,,
628,2022,112,500,20.2700005,3,11.6800003,6.67999983,3,98.5,3,8.56999969,3,2.03900003,3,18.4200001,,
628,2022,112,530,20.2600002,3,11.8100004,6.76000023,3,97.8000031,3,8.51000023,3,2.06399989,3,16.8700008,,
628,2022,112,600,20.5200005,3,16.2399998,9.53999996,3,97.1999969,3,8.27000046,3,2.07999992,3,17.9099998,,
628,2022,112,630,20.5599995,3,16.7800007,9.88000011,3,94.9000015,3,8.05000019,3,2.09699988,3,30.8899994,,
628,2022,112,700,20.5699997,3,16.7199993,9.85000038,3,95,3,8.06999969,3,2.11800003,3,18.0900002,,
628,2022,112,730,20.5200005,3,16.0699997,9.43000031,3,97,3,8.26000023,3,2.14299989,3,18.3600006,,
628,2022,112,800,20.5100002,3,14.8900003,8.68999958,3,97.6999969,3,8.35000038,3,2.17700005,3,21.0400009,,
628,2022,112,830,20.5499992,3,14.6199999,8.51000023,3,97.3000031,3,8.31999969,3,2.20900011,3,27.6299992,,
628,2022,112,900,20.8299999,3,24.6499996,15.0200005,3,95.6999969,3,7.84000015,3,2.24000001,3,285.100006,,
628,2022,112,930,21.2299995,3,37.6500015,23.9200001,3,92.3000031,3,7.11999989,3,2.26399994,3,126.099998,,
628,2022,112,1000,21.3500004,3,41.7200012,26.7999992,3,90.6999969,3,6.86999989,3,2.2980001,3,81,,
628,2022,112,1030,21.3799992,3,42.4700012,27.3400002,3,90.0999985,3,6.80000019,3,2.34200001,3,41.5299988,,
628,2022,112,1100,21.3999996,3,42.6699982,27.4799995,3,88.9000015,3,6.69999981,3,2.36500001,3,34.7599983,,
628,2022,112,1130,21.4099998,3,41.6199989,26.7299995,3,89.1999969,3,6.75,3,2.398,3,23.2000008,,
628,2022,112,1200,21.3999996,3,41.6800003,26.7700005,3,87.5,3,6.61999989,3,2.41799998,3,53.4000015,,
628,2022,112,1230,21.4300003,3,41.0800018,26.3400002,3,88.5999985,3,6.71999979,3,2.43799996,3,33.9500008,,
628,2022,112,1300,21.4099998,3,41.6800003,26.7700005,3,87,3,6.57999992,3,2.45499992,3,44.9099998,,
628,2022,112,1330,21.4400005,3,41.3499985,26.5400009,3,87.8000031,3,6.6500001,3,2.4690001,3,34.0299988,,
628,2022,112,1400,21.5100002,3,40.7799988,26.1299992,3,87.4000015,3,6.63000011,3,2.48000002,3,36,,
628,2022,112,1430,21.5900002,3,40.8100014,26.1499996,3,88,3,6.65999985,3,2.477,3,31.9500008,,
628,2022,112,1500,21.7099991,3,36.1800003,22.8799992,3,92.1999969,3,7.0999999,3,2.47099996,3,26.3700008,,
628,2022,112,1530,21.8500004,3,32.5099983,20.3400002,3,96.4000015,3,7.51000023,3,2.45799994,3,16.3899994,,
628,2022,112,1600,21.9699993,3,32.2200012,20.1399994,3,94.1999969,3,7.32999992,3,2.45300007,3,21.8600006,,
628,2022,112,1630,22.5200005,3,21.6800003,13.04,3,112.5,3,9.02999973,3,2.46000004,3,12.8699999,,
628,2022,112,1700,22.5799999,3,21.4500008,12.8900003,3,112.300003,3,9.01000023,3,2.41700006,3,13.6000004,,
628,2022,112,1730,22.2999992,3,24.9599991,15.21,3,105.800003,3,8.42000008,3,2.40100002,3,13.0500002,,
628,2022,112,1800,22.2000008,3,20.0799999,12,3,106.199997,3,8.63000011,3,2.38499999,3,16.0400009,,
628,2022,112,1830,22.1599998,3,19.3400002,11.5200005,3,110.400002,3,9.01000023,3,2.34500003,3,19.1100006,,
628,2022,112,1900,21.8299999,3,17.7000008,10.46,3,110.5,3,9.11999989,3,2.3210001,3,32.1100006,,
628,2022,112,1930,21.7399998,3,18.0900002,10.71,3,107.099998,3,8.84000015,3,2.2980001,3,17.6900005,,
628,2022,112,2000,21.7000008,3,17.2800007,10.1999998,3,100.5,3,8.32999992,3,2.27999997,3,10.4200001,,
628,2022,112,2030,21.6299992,3,18.1700001,10.7700005,3,100.599998,3,8.31999969,3,2.24799991,3,12.6099997,,
628,2022,112,2100,21.5599995,3,19.2099991,11.4399996,3,92,3,7.59000015,3,2.22300005,3,10.6199999,,
628,2022,112,2130,21.5599995,3,18.2099991,10.8000002,3,91.9000015,3,7.61000013,3,2.19499993,3,11.7799997,,
628,2022,112,2200,21.6000004,3,17.0400009,10.04,3,88.3000031,3,7.34000015,3,2.16799998,3,6.84000015,,
628,2022,112,2230,21.4300003,3,14.3900003,8.36999989,3,104,3,8.75,3,2.13599992,3,5.61000013,,
628,2022,112,2300,21.5300007,3,14.3000002,8.30000019,3,111.099998,3,9.34000015,3,2.10299993,3,5.38000011,,
628,2022,112,2330,21.5300007,3,14.1099997,8.18999958,3,113.300003,3,9.52999973,3,2.07500005,3,9.14999962,,
628,2022,112,2400,21.5200005,3,13.1300001,7.57000017,3,111.5,3,9.40999985,3,2.05299997,3,3.99000001,,
628,2022,113,30,21.4699993,3,12.2299995,7.01000023,3,112,3,9.5,3,2.03800011,3,5.67999983,,
628,2022,113,100,21.4300003,3,11.6499996,6.65999985,3,110.599998,3,9.40999985,3,2.01300001,3,4.98000002,,
628,2022,113,130,21.4400005,3,11.6000004,6.61999989,3,111.5,3,9.47999954,3,1.99899995,3,3.8900001,,
628,2022,113,200,21.4799995,3,11.4300003,6.51999998,3,110.400002,3,9.39000034,3,1.99600005,3,3.31999993,,
628,2022,113,230,21.4599991,3,11.3999996,6.5,3,109.199997,3,9.28999996,3,1.995,3,4.09000015,,
628,2022,113,300,21.4099998,3,11.3699999,6.48999977,3,108.199997,3,9.21000004,3,1.99399996,3,4.05000019,,
628,2022,113,330,21.3400002,3,11.0299997,6.26999998,3,107.199997,3,9.14999962,3,1.99699998,3,3.5999999,,
628,2022,113,400,21.3199997,3,10.9499998,6.23000002,3,108,3,9.22999954,3,2.0150001,3,15.0299997,,
628,2022,113,430,21.2700005,3,10.8299999,6.1500001,3,104.699997,3,8.96000004,3,2.023,3,8.75,,
628,2022,113,500,21.25,3,10.8299999,6.1500001,3,100.199997,3,8.57999992,3,2.04399991,3,12.2299995,,
628,2022,113,530,21.2099991,3,10.9200001,6.21000004,3,100.900002,3,8.64000034,3,2.04999995,3,14.1000004,,
628,2022,113,600,21.2399998,3,11.6899996,6.67999983,3,103.199997,3,8.81000042,3,2.07299995,3,21.9500008,,
628,2022,113,630,21.3400002,3,12.79,7.36000013,3,104.5,3,8.85999966,3,2.08800006,3,13.8699999,,
628,2022,113,700,21.3400002,3,12.7299995,7.32000017,3,104.199997,3,8.85000038,3,2.125,3,15.1599998,,
628,2022,113,730,21.3400002,3,12.7600002,7.3499999,3,103.400002,3,8.77000046,3,2.13499999,3,21.5799999,,
628,2022,113,800,21.3600006,3,12.9799995,7.48000002,3,103.599998,3,8.77999973,3,2.17499995,3,52.8800011,,
628,2022,113,830,21.4200001,3,13.4099998,7.75,3,105,3,8.88000011,3,2.20600009,3,56.2000008,,
628,2022,113,900,21.5799999,3,13.0100002,7.5,3,103.800003,3,8.76000023,3,2.23799992,3,37.8400002,,
628,2022,113,930,21.5599995,3,27.7600002,17.1000004,3,92.5,3,7.38000011,3,2.25900006,3,250.699997,,
628,2022,113,1000,21.6100006,3,34.0699997,21.4200001,3,86.6999969,3,6.73999977,3,2.26999998,3,218.199997,,
628,2022,113,1030,21.6200008,3,39.2599983,25.0499992,3,84.3000031,3,6.42000008,3,2.32200003,3,194.199997,,
628,2022,113,1100,21.6200008,3,41.6500015,26.75,3,82.6999969,3,6.23999977,3,2.35299993,3,135.300003,,
628,2022,113,1130,21.6299992,3,42.1399994,27.1000004,3,82.4000015,3,6.19000006,3,2.39199996,3,43.4700012,,
628,2022,113,1200,21.6599998,3,42.1300011,27.0900002,3,81.8000031,3,6.1500001,3,2.41899991,3,39.0600014,,
628,2022,113,1230,21.6900005,3,42.5699997,27.4099998,3,81.9000015,3,6.13999987,3,2.44499993,3,43.0800018,,
628,2022,113,1300,21.7099991,3,43.4099998,28.0100002,3,81.5999985,3,6.09000015,3,2.47399998,3,59.2299995,,
628,2022,113,1330,21.7299995,3,43.1800003,27.8400002,3,80.3000031,3,6,3,2.49399996,3,86.0999985,,
628,2022,113,1400,21.7199993,3,43.6899986,28.2099991,3,80.5999985,3,6.01000023,3,2.50900006,3,59.1199989,,
628,2022,113,1430,21.7900009,3,42.8800011,27.6200008,3,79.9000015,3,5.96999979,3,2.523,3,57.0699997,,
628,2022,113,1500,21.9899998,3,42.9399986,27.6700001,3,82.9000015,3,6.17000008,3,2.52399993,3,44.7400017,,
628,2022,113,1530,21.9599991,3,43.5699997,28.1200008,3,83.3000031,3,6.19000006,3,2.5250001,3,38.8499985,,
628,2022,113,1600,22.7399998,3,39.9000015,25.4899998,3,89.5,3,6.65999985,3,2.53999996,3,28.9699993,,
628,2022,113,1630,22.6800003,3,39.9300003,25.5100002,3,89.3000031,3,6.6500001,3,2.546,3,35.7799988,,
628,2022,113,1700,22.6700001,3,39.4599991,25.1800003,3,88.1999969,3,6.57999992,3,2.546,3,40.7200012,,
628,2022,113,1730,22.4099998,3,40.4900017,25.9099998,3,86.5,3,6.46000004,3,2.52900004,3,21.0400009,,
628,2022,113,1800,22.4599991,3,40.0299988,25.5900002,3,86.1999969,3,6.44000006,3,2.50699997,3,36.6399994,,
628,2022,113,1830,22.4300003,3,40.1399994,25.6700001,3,85.6999969,3,6.40999985,3,2.48300004,3,24.4400005,,
628,2022,113,1900,22.5,3,39.2999992,25.0699997,3,87,3,6.51999998,3,2.46300006,3,20.9599991,,
628,2022,113,1930,22.5300007,3,38.8199997,24.7299995,3,85.8000031,3,6.44000006,3,2.43899989,3,18.3400002,,
628,2022,113,2000,22.6000004,3,37.4500008,23.7700005,3,87.0999985,3,6.55999994,3,2.41700006,3,14.7600002,,
628,2022,113,2030,22.6399994,3,35.7299995,22.5599995,3,87.6999969,3,6.6500001,3,2.38899994,3,15.6099997,,
628,2022,113,2100,22.6399994,3,35.5999985,22.4699993,3,86.5999985,3,6.57000017,3,2.3599999,3,12.7700005,,
628,2022,113,2130,22.7600002,3,33.2599983,20.8400002,3,87.5999985,3,6.69000006,3,2.3440001,3,9.47000027,,
628,2022,113,2200,22.5400009,3,30.8799992,19.2099991,3,85.9000015,3,6.6500001,3,2.31500006,3,11.4300003,,
628,2022,113,2230,22.2000008,3,31.3199997,19.5200005,3,83,3,6.44999981,3,2.296,3,14.4899998,,
628,2022,113,2300,22.25,3,29.4099998,18.2099991,3,94,3,7.36000013,3,2.27200007,3,44.25,,
628,2022,113,2330,22.3500004,3,30.7399998,19.1100006,3,97.5999985,3,7.59000015,3,2.2420001,3,22.4599991,,
628,2022,113,2400,22.2600002,3,27.5,16.9099998,3,98.9000015,3,7.80000019,3,2.23399997,3,10.4899998,,
628,2022,114,30,21.7900009,3,18.6299992,11.0600004,3,97,3,7.98000002,3,2.22300005,3,3.76999998,,
628,2022,114,100,21.8400002,3,18.4599991,10.9499998,3,97.5,3,8.02000046,3,2.21099997,3,4.78999996,,
628,2022,114,130,21.7700005,3,15.5799999,9.10999966,3,99,3,8.25,3,2.18600011,3,3.13000011,,
628,2022,114,200,21.7299995,3,13.6700001,7.90999985,3,94.6999969,3,7.94999981,3,2.171,3,4.59000015,,
628,2022,114,230,21.7199993,3,12.5799999,7.23000002,3,100.900002,3,8.51000023,3,2.15799999,3,5.88999987,,
628,2022,114,300,21.6900005,3,11.8199997,6.76000023,3,101.199997,3,8.55000019,3,2.13199997,3,5.19000006,,
628,2022,114,330,21.6599998,3,11.3800001,6.48999977,3,91.3000031,3,7.73999977,3,2.12800002,3,5.6500001,,
628,2022,114,400,21.5300007,3,9.63000011,5.42000008,3,96.4000015,3,8.25,3,2.1170001,3,7.63999987,,
628,2022,114,430,21.5200005,3,8.72000027,4.88000011,3,95.8000031,3,8.22000027,3,2.11899996,3,6.96000004,,
628,2022,114,500,21.5100002,3,8.48999977,4.73999977,3,96.5999985,3,8.28999996,3,2.12100005,3,7.8499999,,
628,2022,114,530,21.4799995,3,7.99900007,4.44000006,3,99.9000015,3,8.59000015,3,2.13199997,3,9.27999973,,
628,2022,114,600,21.4899998,3,8.19999981,4.57000017,3,97.5999985,3,8.39000034,3,2.15199995,3,9.22999954,,
628,2022,114,630,21.5599995,3,10.2299995,5.78000021,3,90.6999969,3,7.73000002,3,2.171,3,9.42000008,,
628,2022,114,700,21.6700001,3,12.9300003,7.44999981,3,92.8000031,3,7.82000017,3,2.18600011,3,9.55000019,,
628,2022,114,730,21.6599998,3,13.1199999,7.57000017,3,94.4000015,3,7.94999981,3,2.20900011,3,12.7399998,,
628,2022,114,800,21.7999992,3,18.75,11.1400003,3,95.4000015,3,7.8499999,3,2.21499991,3,31.7999992,,
628,2022,114,830,21.8299999,3,19.4599991,11.6000004,3,96.1999969,3,7.88999987,3,2.23600006,3,34.2400017,,
628,2022,114,900,21.8299999,3,19.7399998,11.7799997,3,96,3,7.86000013,3,2.25500011,3,21.8099995,,
628,2022,114,930,21.8500004,3,19.25,11.46,3,95.4000015,3,7.82000017,3,2.2750001,3,16.5,,
628,2022,114,1000,21.8600006,3,18.9699993,11.2799997,3,95.6999969,3,7.86000013,3,2.29099989,3,17.3400002,,
628,2022,114,1030,21.8799992,3,18.8299999,11.1899996,3,96.4000015,3,7.90999985,3,2.32500005,3,14.1599998,,
628,2022,114,1100,21.9699993,3,18.7999992,11.1700001,3,96.8000031,3,7.92999983,3,2.35100007,3,39.9399986,,
628,2022,114,1130,21.9200001,3,19.3400002,11.5200005,3,97.8000031,3,8.01000023,3,2.38599992,3,26.1900005,,
628,2022,114,1200,22.0900002,3,27.5699997,16.9599991,3,93,3,7.36000013,3,2.39700007,3,114.599998,,
628,2022,114,1230,22.3099995,3,36.5600014,23.1399994,3,90.8000031,3,6.9000001,3,2.42799997,3,95.5999985,,
628,2022,114,1300,22.4200001,3,38.9500008,24.8199997,3,89.8000031,3,6.75,3,2.44499993,3,53.9500008,,
628,2022,114,1330,22.4599991,3,40.8499985,26.1700001,3,89.0999985,3,6.63000011,3,2.46199989,3,68.3899994,,
628,2022,114,1400,22.6000004,3,42.3300018,27.2199993,3,91,3,6.71999979,3,2.48399997,3,68.4100037,,
628,2022,114,1430,22.5100002,3,42.9399986,27.6599998,3,90.8000031,3,6.69999981,3,2.50699997,3,234.100006,,
628,2022,114,1500,22.4899998,3,43.1500015,27.8099995,3,90.4000015,3,6.67000008,3,2.51399994,3,46.3499985,,
628,2022,114,1530,22.5599995,3,40.8199997,26.1499996,3,91.1999969,3,6.78000021,3,2.51200008,3,41.7099991,,
628,2022,114,1600,22.6000004,3,41.3800011,26.5499992,3,91.9000015,3,6.82000017,3,2.52200007,3,47.0900002,,
628,2022,114,1630,22.5900002,3,40.75,26.1000004,3,92.1999969,3,6.86000013,3,2.53299999,3,31.2900009,,
628,2022,114,1700,22.5900002,3,41,26.2700005,3,89.6999969,3,6.65999985,3,2.50999999,3,46.9300003,,
628,2022,114,1730,22.8999996,3,34.4099998,21.6399994,3,87.6999969,3,6.6500001,3,2.53299999,3,23.0300007,,
628,2022,114,1800,22.9099998,3,33.1199989,20.7399998,3,88,3,6.71000004,3,2.51799989,3,13.5299997,,
628,2022,114,1830,22.8099995,3,35.5,22.3999996,3,85.5999985,3,6.46999979,3,2.51300001,3,13.0799999,,
628,2022,114,1900,22.9599991,3,31.1399994,19.3799992,3,82.9000015,3,6.36999989,3,2.50999999,3,14.25,,
628,2022,114,1930,22.9200001,3,32.9099998,20.6000004,3,80.3000031,3,6.13000011,3,2.50300002,3,10.29,,
628,2022,114,2000,22.9500008,3,31.7199993,19.7800007,3,81.0999985,3,6.21000004,3,2.49600005,3,7.71999979,,
628,2022,114,2030,22.9300003,3,33.0999985,20.7299995,3,79.8399963,3,6.07999992,3,2.47600007,3,8.48999977,,
628,2022,114,2100,23.0300007,3,30.1100006,18.6800003,3,77.5100021,3,5.96999979,3,2.45600009,3,6.38000011,,
628,2022,114,2130,23.0400009,3,29.8600006,18.5100002,3,69.4199982,3,5.3499999,3,2.43000007,3,6.28999996,,
628,2022,114,2200,23.0799999,3,28.5200005,17.5900002,3,80.1999969,3,6.21000004,3,2.41300011,3,7.71000004,,
628,2022,114,2230,22.9899998,3,24.6100006,14.9700003,3,88.6999969,3,6.98000002,3,2.4000001,3,6.32000017,,
628,2022,114,2300,22.9400005,3,24.6499996,15,3,87.3000031,3,6.86999989,3,2.36500001,3,4.80000019,,
628,2022,114,2330,22.9699993,3,21.75,13.0799999,3,84.0999985,3,6.69000006,3,2.35100007,3,4.88000011,,
628,2022,114,2400,23,3,22.9899998,13.8999996,3,87.3000031,3,6.90999985,3,2.34699988,3,5.63999987,,
628,2022,115,30,22.6900005,3,16.3899994,9.61999989,3,99.1999969,3,8.10000038,3,2.30900002,3,5.5999999,,
628,2022,115,100,22.6299992,3,11.5500002,6.59000015,3,107,3,8.89999962,3,2.28500009,3,3.6099999,,
628,2022,115,130,22.5699997,3,8.89000034,4.96999979,3,104.5,3,8.78999996,3,2.27099991,3,4.92999983,,
628,2022,115,200,22.5499992,3,8.39999962,4.67999983,3,102.900002,3,8.65999985,3,2.25200009,3,4.76999998,,
628,2022,115,230,22.5400009,3,7.82000017,4.32999992,3,99.0999985,3,8.36999989,3,2.22900009,3,5.55000019,,
628,2022,115,300,22.5300007,3,7.56699991,4.17999983,3,102.400002,3,8.64999962,3,2.20000005,3,6.07999992,,
628,2022,115,330,22.5100002,3,6.94500017,3.81999993,3,102.800003,3,8.71000004,3,2.1960001,3,6.30000019,,
628,2022,115,400,22.4500008,3,6.50299978,3.55999994,3,102.300003,3,8.68999958,3,2.19000006,3,8.31000042,,
628,2022,115,430,22.3999996,3,6.14099979,3.3499999,3,101.400002,3,8.63000011,3,2.18700004,3,9.10999966,,
628,2022,115,500,22.3600006,3,5.81400013,3.16000009,3,99.4000015,3,8.47000027,3,2.19199991,3,9.77999973,,
628,2022,115,530,22.3199997,3,5.64599991,3.05999994,3,99.4000015,3,8.47999954,3,2.20000005,3,10.6300001,,
628,2022,115,600,22.2800007,3,5.17500019,2.78999996,3,98.9000015,3,8.47000027,3,2.20700002,3,11.3400002,,
628,2022,115,630,22.2800007,3,5.42199993,2.93000007,3,95.4000015,3,8.14999962,3,2.22300005,3,11.04,,
628,2022,115,700,22.3500004,3,7.03999996,3.86999989,3,97.1999969,3,8.25,3,2.22199988,3,13.4200001,,
628,2022,115,730,22.3700008,3,7.90100002,4.38000011,3,96.8000031,3,8.18999958,3,2.23799992,3,14.29,,
628,2022,115,800,22.3799992,3,8.56000042,4.78000021,3,96.0999985,3,8.11999989,3,2.24900007,3,16.9099998,,
628,2022,115,830,22.4500008,3,7.53000021,4.15999985,3,93.1999969,3,7.88999987,3,2.32800007,3,15.2600002,,
628,2022,115,900,22.5200005,3,9.30000019,5.21999979,3,95.6999969,3,8.03999996,3,2.25600004,3,23.9699993,,
628,2022,115,930,22.6200008,3,8.81000042,4.92000008,3,95.0999985,3,7.98000002,3,2.28200006,3,13,,
628,2022,115,1000,22.6599998,3,9.32999992,5.23999977,3,94.6999969,3,7.92999983,3,2.30200005,3,10.7399998,,
628,2022,115,1030,22.8999996,3,8.47999954,4.73000002,3,98.5999985,3,8.25,3,2.30599999,3,10.9300003,,
628,2022,115,1100,22.9799995,3,8.27999973,4.61000013,3,102.5,3,8.56999969,3,2.33100009,3,18.6000004,,
628,2022,115,1130,23.1599998,3,8.47999954,4.71999979,3,104.599998,3,8.71000004,3,2.34599996,3,10.3900003,,
628,2022,115,1200,23.0699997,3,8.78999996,4.90999985,3,103.5,3,8.61999989,3,2.36100006,3,9.46000004,,
628,2022,115,1230,22.7000008,3,10.3199997,5.84000015,3,91.3000031,3,7.61000013,3,2.37899995,3,11.8999996,,
628,2022,115,1300,22.6299992,3,14.3000002,8.30000019,3,91.5,3,7.53000021,3,2.38199997,3,12.9899998,,
628,2022,115,1330,22.7299995,3,18.4099998,10.9099998,3,90.1999969,3,7.30000019,3,2.38899994,3,11.8800001,,
628,2022,115,1400,22.7399998,3,18.3600006,10.8800001,3,92.0999985,3,7.46000004,3,2.40300012,3,6.55000019,,
628,2022,115,1430,22.7600002,3,22.5,13.5799999,3,91.5999985,3,7.28999996,3,2.40799999,3,16.6000004,,
628,2022,115,1500,22.6900005,3,30.8299999,19.1700001,3,78.1100006,3,6.03000021,3,2.41199994,3,11.1899996,,
628,2022,115,1530,22.75,3,27.75,17.0799999,3,83.9000015,3,6.55000019,3,2.42499995,3,6.82999992,,
628,2022,115,1600,22.7800007,3,27.9899998,17.2399998,3,86.4000015,3,6.73000002,3,2.42400002,3,9.38000011,,
628,2022,115,1630,22.8500004,3,28.1599998,17.3500004,3,89.4000015,3,6.96000004,3,2.43199992,3,14.79,,
628,2022,115,1700,23.1299992,3,22.7199993,13.7200003,3,89.6999969,3,7.09000015,3,2.43799996,3,9.76000023,,
628,2022,115,1730,23.7399998,3,16.5599995,9.72000027,3,96.5999985,3,7.73000002,3,2.45300007,3,8.44999981,,
628,2022,115,1800,24.0699997,3,13.7799997,7.96000004,3,101.900002,3,8.18000031,3,2.46600008,3,9,,
628,2022,115,1830,24.1399994,3,12.4499998,7.13000011,3,98.5,3,7.94000006,3,2.45000005,3,6.63000011,,
628,2022,115,1900,24.2399998,3,12.2700005,7.01999998,3,107.900002,3,8.68999958,3,2.45900011,3,9.55000019,,
628,2022,115,1930,24.2299995,3,12.5799999,7.21000004,3,106.800003,3,8.59000015,3,2.45300007,3,8.77000046,,
628,2022,115,2000,24.5200005,3,10.7799997,6.0999999,3,105.699997,3,8.51000023,3,2.44899988,3,7.32000017,,
628,2022,115,2030,24.5,3,10.4300003,5.88999987,3,112.400002,3,9.06999969,3,2.44700003,3,6.75,,
628,2022,115,2100,24.3799992,3,9.59000015,5.38000011,3,103.599998,3,8.39999962,3,2.41599989,3,6.86000013,,
628,2022,115,2130,24.1599998,3,9.52000046,5.34000015,3,114.400002,3,9.31999969,3,2.40499997,3,9.53999996,,
628,2022,115,2200,23.8500004,3,11.9499998,6.82999992,3,109,3,8.85000038,3,2.37599993,3,14.5600004,,
628,2022,115,2230,23.8899994,3,10.1300001,5.71000004,3,108.300003,3,8.84000015,3,2.35400009,3,10.1800003,,
628,2022,115,2300,23.8299999,3,11.1899996,6.36000013,3,103,3,8.39000034,3,2.32999992,3,12.8199997,,
628,2022,115,2330,23.8500004,3,10.1300001,5.71000004,3,101.699997,3,8.31000042,3,2.30900002,3,10.1700001,,
628,2022,115,2400,23.8899994,3,9.27999973,5.19999981,3,78.0699997,3,6.38999987,3,2.29999995,3,10.0900002,,
628,2022,116,30,23.7199993,3,7.9000001,4.36999989,3,106.099998,3,8.75,3,2.26900005,3,6.8499999,,
628,2022,116,100,23.5599995,3,7.24399996,3.99000001,3,107.199997,3,8.89000034,3,2.25,3,6.36000013,,
628,2022,116,130,23.4699993,3,6.24599981,3.4000001,3,112.800003,3,9.39999962,3,2.24799991,3,6.67999983,,
628,2022,116,200,23.5300007,3,6.49800014,3.54999995,3,101.900002,3,8.47999954,3,2.2249999,3,7.80999994,,
628,2022,116,230,23.5200005,3,6.11899996,3.32999992,3,107,3,8.92000008,3,2.21199989,3,6.8499999,,
628,2022,116,300,23.5,3,5.9380002,3.22000003,3,104.300003,3,8.69999981,3,2.21300006,3,6.75,,
628,2022,116,330,23.4200001,3,5.57299995,3.00999999,3,110.699997,3,9.26000023,3,2.21099997,3,8.39999962,,
628,2022,116,400,23.2399998,3,5.12400007,2.75999999,3,107.599998,3,9.05000019,3,2.19400001,3,8.94999981,,
628,2022,116,430,23.2099991,3,5.0710001,2.73000002,3,106.5,3,8.96000004,3,2.19199991,3,9.30000019,,
628,2022,116,500,23.1299992,3,4.90100002,2.63000011,3,103.300003,3,8.71000004,3,2.18400002,3,8.93999958,,
628,2022,116,530,23.1599998,3,4.95800018,2.66000009,3,103.5,3,8.71000004,3,2.18899989,3,10.6199999,,
628,2022,116,600,23.0900002,3,4.91300011,2.6400001,3,96.9000015,3,8.18000031,3,2.21000004,3,9.21000004,,
628,2022,116,630,23.0400009,3,4.82399988,2.58999991,3,99.0999985,3,8.36999989,3,2.23000002,3,9.47000027,,
628,2022,116,700,23.0599995,3,4.87300014,2.6099999,3,101.199997,3,8.53999996,3,2.24399996,3,19.0799999,,
628,2022,116,730,23.1000004,3,4.94000006,2.6500001,3,107.400002,3,9.06000042,3,2.25099993,3,16.3400002,,
628,2022,116,800,23.1399994,3,4.86800003,2.6099999,3,106.699997,3,8.98999977,3,2.23699999,3,19.8500004,,
